City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Hamilton,US,39.1834,-84.5333,73.24,87,1,0.0,clear sky
Port Hardy,CA,50.6996,-127.4199,55.58,100,90,0.0,mist
Hovd,MN,48.0056,91.6419,76.44,29,90,16.42,overcast clouds
Yenagoa,NG,4.9247,6.2642,82.83,60,99,8.81,overcast clouds
Noumea,NC,-22.2763,166.4572,72.0,99,4,3.96,clear sky
Buraydah,SA,26.326,43.975,111.65,8,2,2.77,clear sky
Killybegs,IE,54.6333,-8.45,77.45,71,84,5.91,broken clouds
Narimanov,RU,46.6927,47.8498,87.71,28,79,11.05,broken clouds
Vagay,RU,57.9375,69.0217,64.29,91,100,3.69,overcast clouds
Taksimo,RU,56.3444,114.8794,61.83,78,100,4.85,light rain
Jiancheng,CN,30.391,104.5491,81.61,90,2,5.61,clear sky
Axim,GH,4.8699,-2.2405,79.99,65,90,9.86,overcast clouds
Aksu,CN,41.1231,80.2644,94.96,21,0,4.88,clear sky
Vanimo,PG,-2.6741,141.3028,76.86,90,99,4.03,overcast clouds
Krasnoarmeyskoye,RU,52.7182,50.0322,69.13,61,93,10.69,overcast clouds
Luderitz,NA,-26.6481,15.1594,70.95,29,4,9.13,clear sky
Pathein,MM,16.7833,94.7333,79.99,89,100,8.68,moderate rain
Lanzhou,CN,36.0564,103.7922,92.48,47,52,7.76,broken clouds
Keetmanshoop,NA,-26.5833,18.1333,66.4,8,0,17.47,clear sky
Rovaniemi,FI,66.5,25.7167,63.81,45,0,9.22,clear sky
Awjilah,LY,29.1081,21.2869,95.32,22,0,12.19,clear sky
Cayenne,GF,4.9333,-52.3333,82.44,88,75,5.01,broken clouds
Kruisfontein,ZA,-34.0033,24.7314,61.88,33,0,11.21,clear sky
Cukai,MY,4.25,103.4167,86.14,85,100,5.19,overcast clouds
Trairi,BR,-3.2778,-39.2689,86.4,40,39,13.58,scattered clouds
Beloha,MG,-25.1667,45.05,64.96,58,79,12.37,broken clouds
Sao Filipe,CV,14.8961,-24.4956,74.12,74,68,8.46,broken clouds
Taybad,IR,34.74,60.7756,101.55,7,0,25.93,clear sky
Butte,US,39.6499,-121.5677,79.39,47,1,3.44,clear sky
Magadi,IN,12.9667,77.2333,80.06,75,22,15.12,few clouds
Iberia,US,29.9502,-91.7507,80.67,100,1,0.0,mist
Venice,US,27.0998,-82.4543,81.99,91,75,0.0,broken clouds
Linkoping,SE,58.4109,15.6216,80.53,43,40,5.75,scattered clouds
Suwannaphum,TH,15.6035,103.8021,79.39,93,100,19.71,light rain
Mendoza,AR,-32.8908,-68.8272,36.93,70,20,0.0,few clouds
Westport,US,41.1415,-73.3579,76.01,74,1,4.0,clear sky
Aleksandrov Gay,RU,50.147,48.5704,85.48,22,5,10.98,clear sky
Noyabrsk,RU,63.1994,75.4507,57.29,95,100,11.41,moderate rain
Destin,US,30.3935,-86.4958,81.55,88,1,6.91,clear sky
Bousse,BF,12.6606,-1.8922,83.77,50,100,9.64,overcast clouds
Thaton,MM,16.9206,97.3714,78.51,89,100,8.66,moderate rain
Alofi,NU,-19.0595,-169.9187,75.09,94,86,4.61,light rain
Lincoln,US,40.8,-96.667,78.13,79,1,1.99,clear sky
Krasnoselkup,RU,65.7,82.4667,69.6,70,100,5.21,light rain
Rincon,US,32.296,-81.2354,80.85,97,75,4.61,mist
Chuy,UY,-33.6971,-53.4616,63.03,74,15,2.53,few clouds
Kalat,PK,29.0225,66.5916,83.88,24,90,6.44,overcast clouds
Riberalta,BO,-10.9833,-66.1,68.2,94,5,0.0,clear sky
Cap-Aux-Meules,CA,47.3821,-61.8597,57.25,77,75,13.8,broken clouds
Lusambo,CD,-4.9667,23.45,97.27,17,3,5.53,clear sky
Linxia,CN,35.6003,103.2064,76.48,56,78,6.42,broken clouds
Roald,NO,62.5833,6.1333,81.16,88,75,6.91,broken clouds
Boa Vista,BR,2.8197,-60.6733,76.98,94,90,4.61,overcast clouds
Tevaitoa,PF,-16.7833,-151.5,77.49,67,6,12.73,clear sky
Merrill,US,45.1805,-89.6835,68.95,98,90,4.61,moderate rain
Silvan,TR,38.1419,41.0081,97.09,11,0,10.98,clear sky
Fonte Boa,BR,-2.4959,-66.2662,75.54,95,100,1.59,light rain
Hun,LY,29.1268,15.9477,94.12,19,0,11.1,clear sky
Soure,BR,-0.7167,-48.5233,80.56,77,92,7.92,overcast clouds
Contai,IN,21.7786,87.7536,84.16,81,100,9.95,overcast clouds
San Cristobal,VE,7.7669,-72.225,69.98,77,100,4.09,overcast clouds
Lonavale,IN,18.75,73.4167,77.04,91,100,7.25,overcast clouds
Bani Walid,LY,31.7566,13.9942,95.09,18,0,9.91,clear sky
Faya,SA,18.3851,42.4509,82.51,37,90,8.68,overcast clouds
Khorramshahr,IR,30.4397,48.1664,120.16,9,0,11.5,clear sky
Palm Coast,US,29.585,-81.2078,83.03,76,87,8.01,overcast clouds
Okhotsk,RU,59.3833,143.3,56.32,94,86,8.08,overcast clouds
Ibanda,TZ,-2.7974,32.4746,85.44,23,0,10.76,clear sky
Verkhoyansk,RU,67.5447,133.385,68.49,53,100,6.08,overcast clouds
Bathsheba,BB,13.2167,-59.5167,84.81,74,40,14.97,scattered clouds
Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,61,0,4.61,clear sky
Nuuk,GL,64.1835,-51.7216,43.41,81,75,5.75,broken clouds
Tanah Merah,MY,5.8,102.15,84.02,94,96,1.95,overcast clouds
Nueva Loja,EC,0.0847,-76.8828,71.08,87,100,2.39,overcast clouds
Sao Miguel Do Araguaia,BR,-13.275,-50.1628,82.13,32,22,14.23,few clouds
Manakara,MG,-22.1333,48.0167,65.86,84,100,12.3,light rain
Lewiston,US,44.1003,-70.2148,68.41,86,1,3.44,clear sky
Derzhavinsk,KZ,51.1,66.3167,92.68,23,100,6.51,overcast clouds
Paramonga,PE,-10.6667,-77.8333,63.39,82,68,6.29,broken clouds
Hervey Bay,AU,-25.2986,152.8535,59.11,56,0,9.84,clear sky
Prince George,CA,53.9166,-122.753,54.84,96,90,4.61,overcast clouds
Colares,PT,38.7992,-9.4469,78.46,51,20,13.8,few clouds
Saint-Francois,FR,46.4154,3.9054,70.18,84,90,6.91,overcast clouds
Jutai,BR,-5.1833,-68.9,78.84,66,100,0.49,overcast clouds
Pitimbu,BR,-7.4706,-34.8086,79.39,63,6,16.6,clear sky
Kemijarvi,FI,66.7131,27.4306,59.25,55,100,6.69,overcast clouds
Amazar,RU,53.858,120.875,57.34,97,96,3.94,light rain
Neiafu,TO,-18.65,-173.9833,75.88,94,40,0.0,scattered clouds
Rawson,AR,-43.3002,-65.1023,44.17,41,100,10.67,overcast clouds
Omaha,US,41.2586,-95.9378,78.51,85,75,1.99,broken clouds
Umm Lajj,SA,25.0213,37.2685,89.74,54,0,12.75,clear sky
Anadyr,RU,64.75,177.4833,57.7,94,90,6.71,light intensity shower rain
Bima,ID,-8.4667,118.7167,70.09,90,5,4.76,clear sky
Arvika,SE,59.6553,12.5852,79.5,28,98,5.41,overcast clouds
Honghu,CN,29.8206,113.4621,77.97,90,78,7.52,broken clouds
Beringovskiy,RU,63.05,179.3167,50.95,89,100,10.25,overcast clouds
Can,TR,40.0333,27.0524,85.21,36,19,19.42,few clouds
Savalou,BJ,7.9281,1.9756,82.22,64,100,4.45,light rain
Ust-Kulom,RU,61.6864,53.6902,61.07,29,79,9.73,broken clouds
Marawi,PH,7.9986,124.2928,70.72,87,40,6.82,scattered clouds
Tomatlan,MX,19.9333,-105.25,73.78,86,100,3.69,overcast clouds
Puerto Escondido,MX,15.85,-97.0667,78.51,64,100,5.75,overcast clouds
Pisco,PE,-13.7,-76.2167,62.65,77,90,3.44,overcast clouds
Lopandino,RU,52.4666,34.8163,71.24,52,98,4.83,overcast clouds
Oranjemund,NA,-28.55,16.4333,74.16,17,1,18.92,clear sky
Ahipara,NZ,-35.1667,173.1667,51.55,89,16,7.7,few clouds
Bubaque,GW,11.2833,-15.8333,78.78,75,93,6.06,overcast clouds
Pachino,IT,36.7186,15.0907,94.6,58,0,10.51,clear sky
Acapulco,MX,16.8634,-99.8901,78.62,78,75,5.75,broken clouds
Bam,IR,29.106,58.357,104.74,8,4,14.5,clear sky
Pokhara,NP,28.2333,83.9833,78.04,92,95,0.51,overcast clouds
Koboko,UG,3.4136,30.9599,74.86,66,52,3.91,light rain
Hryshkivtsi,UA,49.9353,28.6038,73.96,52,70,5.77,broken clouds
Maungaturoto,NZ,-36.1,174.3667,54.18,89,38,9.06,scattered clouds
Tongren,CN,27.7172,109.1853,75.87,90,32,3.96,light rain
Zhangye,CN,38.9342,100.4517,84.04,34,100,13.69,overcast clouds
Huadian,CN,42.9633,126.7478,74.93,68,6,2.73,clear sky
Madimba,TZ,-10.4,40.3333,80.91,51,47,19.69,scattered clouds
Atar,MR,20.5169,-13.0499,101.5,17,7,7.25,clear sky
Benguela,AO,-12.5763,13.4055,76.26,65,30,10.07,scattered clouds
Palasa,IN,18.7667,84.4167,83.5,80,100,8.48,overcast clouds
Honningsvag,NO,70.9821,25.9704,45.75,88,100,25.08,overcast clouds
Olafsvik,IS,64.8945,-23.7142,51.87,94,100,10.8,overcast clouds
Alappuzha,IN,9.49,76.3264,78.96,85,23,10.45,few clouds
Cockburn Town,TC,21.4612,-71.1419,82.02,77,3,16.75,clear sky
Kollam,IN,8.8833,76.6,80.47,84,79,10.45,light rain
Tingo Maria,PE,-9.2895,-76.0088,70.92,70,0,0.51,clear sky
Dubovskoye,RU,47.4092,42.7575,85.3,26,4,8.77,clear sky
Senneterre,CA,48.3835,-77.2328,59.22,59,100,9.33,overcast clouds
Pryazha,RU,61.6926,33.6216,61.83,40,100,7.65,overcast clouds
Mindelo,CV,16.8901,-24.9804,80.15,50,40,14.97,scattered clouds
Haikou,CN,20.0458,110.3417,80.73,94,0,4.47,clear sky
Vanavara,RU,60.34,102.2797,72.75,61,6,4.03,clear sky
Kiunga,PG,-6.1219,141.2906,72.57,100,100,0.36,moderate rain
Ostrovnoy,RU,68.0531,39.5131,46.63,84,100,26.44,overcast clouds
Rivadavia,AR,-33.1905,-68.4608,37.87,54,0,7.45,clear sky
Gigmoto,PH,13.7796,124.39,82.44,80,43,11.18,scattered clouds
Flin Flon,CA,54.7682,-101.865,58.84,88,40,10.36,smoke
Puerto Gaitan,CO,4.3133,-72.0816,74.75,82,100,9.53,overcast clouds
Salinopolis,BR,-0.6136,-47.3561,82.85,71,90,10.45,overcast clouds
Lompoc,US,34.6391,-120.4579,60.1,94,90,0.0,mist
Carazinho,BR,-28.2839,-52.7864,65.89,56,0,11.14,clear sky
Puurmani,EE,58.5738,26.2878,72.01,34,41,4.56,scattered clouds
Jinchang,CN,38.4953,102.1739,85.23,30,91,23.02,overcast clouds
Shelburne,CA,44.0787,-80.2041,66.56,56,85,12.37,overcast clouds
Pangkalanbuun,ID,-2.6833,111.6167,76.55,85,7,4.14,clear sky
Honiara,SB,-9.4333,159.95,77.97,88,100,4.41,overcast clouds
Chor,PK,25.5167,69.7667,95.5,47,17,14.03,few clouds
Yashkul,RU,46.1711,45.3435,89.58,21,5,9.8,clear sky
Shache,CN,38.4167,77.2406,95.16,17,0,7.29,clear sky
Staritsa,RU,56.5075,34.9354,70.65,31,74,5.57,broken clouds
Nortelandia,BR,-14.4547,-56.8028,85.32,30,30,8.61,scattered clouds
Turek,PL,52.0155,18.5005,80.98,40,0,4.63,clear sky
Placerville,US,38.7296,-120.7986,77.92,41,90,3.44,overcast clouds
Yeppoon,AU,-23.1333,150.7333,60.58,49,0,7.61,clear sky
Gawler,AU,-34.6,138.7333,50.56,76,80,21.65,broken clouds
Pasir Gudang,MY,1.4584,103.8805,86.36,68,75,12.66,broken clouds
Skarzysko-Kamienna,PL,51.1131,20.8716,81.16,50,91,4.76,overcast clouds
Samoded,RU,63.6083,40.5111,58.19,46,100,10.16,light rain
Kantilo,IN,20.35,85.1833,85.86,79,76,4.47,broken clouds
Katsuura,JP,35.1333,140.3,84.11,82,0,6.24,clear sky
Te Anau,NZ,-45.4167,167.7167,39.56,91,100,2.71,overcast clouds
Kapasan,ID,-6.7773,111.3789,77.5,76,0,5.3,clear sky
Dromolaxia,CY,34.8761,33.586,97.84,57,20,13.8,few clouds
Usinsk,RU,65.9939,57.5281,49.68,92,100,13.0,overcast clouds
Alugan,PH,12.2188,125.4808,83.77,66,5,14.25,clear sky
Forio,IT,40.7342,13.8646,89.42,82,0,3.0,clear sky
Bac Lieu,VN,9.285,105.7244,82.04,80,97,12.97,overcast clouds
Ponta Delgada,PT,37.7333,-25.6667,75.92,78,40,5.75,scattered clouds
Douentza,ML,14.9951,-2.9517,94.78,38,45,6.98,scattered clouds
Vzmorye,RU,54.6961,20.2361,69.89,48,37,7.94,scattered clouds
Kakamega,KE,0.2842,34.7523,77.52,49,68,6.2,broken clouds
Tateyama,JP,34.9833,139.8667,84.02,80,0,6.96,clear sky
Hurricane,US,37.1753,-113.2899,76.71,61,94,4.43,overcast clouds
Puerto Varas,CL,-41.3195,-72.9854,30.42,100,20,0.0,mist
Guerrero Negro,MX,27.9769,-114.0611,67.8,89,100,8.52,overcast clouds
Hanmer Springs,NZ,-42.5167,172.8167,36.93,79,1,7.14,clear sky
Merritt Island,US,28.5392,-80.672,79.09,93,90,5.75,mist
Port Moresby,PG,-9.4431,147.1797,78.22,94,20,12.66,few clouds
Mucurapo,TT,10.6667,-61.5333,86.02,81,100,5.12,overcast clouds
Olenino,RU,56.2092,33.4889,65.08,46,99,2.08,overcast clouds
Manggar,ID,-2.8833,108.2667,82.11,78,8,13.31,clear sky
Anito,PH,12.4497,125.2886,82.35,75,15,14.07,few clouds
Pomabamba,PE,-8.8333,-77.4667,49.77,68,0,2.62,clear sky
Sao Felix Do Xingu,BR,-6.6447,-51.995,83.93,36,97,5.75,overcast clouds
Angoche,MZ,-16.2325,39.9086,73.06,58,75,21.61,broken clouds
Baker City,US,44.7749,-117.8344,58.93,71,1,0.0,clear sky
Luocheng,CN,29.3848,104.0286,76.84,90,0,1.86,clear sky
Igbo Ora,NG,7.4333,3.2833,83.32,57,100,6.58,overcast clouds
Tolaga Bay,NZ,-38.3667,178.3,51.3,74,100,4.94,overcast clouds
Mikkeli,FI,61.6886,27.2723,71.15,42,0,10.36,clear sky
Aswan,EG,24.0934,32.907,105.1,16,0,11.5,clear sky
Kenai,US,60.5544,-151.2583,54.09,96,90,10.36,light rain
Fortuna,US,40.5982,-124.1573,50.67,95,90,0.0,overcast clouds
Nakamura,JP,32.9833,132.9333,74.62,96,100,4.03,overcast clouds
Belyy Yar,RU,53.6039,91.3903,76.89,69,0,6.71,clear sky
Saint-Augustin,CA,51.226,-58.6502,52.81,79,94,7.9,overcast clouds
Lasa,IT,46.6166,10.7002,80.62,67,93,6.22,overcast clouds
Iquitos,PE,-3.7481,-73.2472,73.44,94,0,0.0,clear sky
Salalah,OM,17.0151,54.0924,78.89,94,90,11.5,overcast clouds
Flinders,AU,-34.5833,150.8552,56.48,66,100,1.01,overcast clouds
Hami,CN,42.8,93.45,97.75,23,41,5.06,scattered clouds
Kuito,AO,-12.3833,16.9333,76.6,15,0,7.74,clear sky
La Paz,BO,-16.5,-68.15,42.78,45,20,4.61,few clouds
Sistranda,NO,63.7256,8.834,67.96,82,93,10.31,overcast clouds
Terrace,CA,54.5163,-128.6035,57.42,100,90,3.44,moderate rain
Nome,US,64.5011,-165.4064,46.47,87,90,10.36,overcast clouds
Padang,ID,-0.9492,100.3543,80.65,85,90,3.29,overcast clouds
Lerwick,GB,60.1545,-1.1494,55.4,82,100,9.26,overcast clouds
Yuzhne,UA,46.6221,31.1013,80.82,44,0,4.76,clear sky
Catio,GW,11.2833,-15.25,83.5,72,100,7.23,moderate rain
Tabas,IR,33.5959,56.9244,109.0,7,0,11.95,clear sky
Eskisehir,TR,39.7767,30.5206,80.51,36,40,5.75,scattered clouds
Utica,US,43.1009,-75.2327,69.84,82,11,4.12,few clouds
Tawang,IN,27.5833,91.8667,60.31,97,98,2.55,overcast clouds
Menongue,AO,-14.6585,17.691,81.55,11,0,8.39,clear sky
Madingou,CG,-4.1536,13.55,94.5,28,6,3.71,clear sky
Lebanon,US,36.2081,-86.2911,76.21,90,1,0.0,clear sky
Dingle,PH,10.9995,122.6711,78.98,81,95,12.82,overcast clouds
Chongwe,ZM,-15.3292,28.682,63.57,54,96,11.45,overcast clouds
Hualmay,PE,-11.0964,-77.6139,63.1,81,47,7.0,scattered clouds
Bolshaya Martynovka,RU,47.271,41.6679,84.56,27,6,4.79,clear sky
Gold Coast,AU,-28.0,153.4333,60.01,59,0,1.99,clear sky
Viedma,AR,-40.8135,-62.9967,45.36,58,100,5.19,overcast clouds
Huron,US,41.1501,-82.5499,71.49,85,53,10.8,broken clouds
Rodrigues Alves,BR,-7.738,-72.6509,73.69,60,90,2.42,overcast clouds
Swan River,CA,52.1058,-101.2676,55.29,76,0,6.91,clear sky
Kudahuvadhoo,MV,2.6708,72.8944,83.41,75,69,7.38,broken clouds
Firminopolis,BR,-16.5819,-50.305,75.81,33,0,8.41,clear sky
Lichinga,MZ,-13.3128,35.2406,59.09,72,75,13.8,broken clouds
Pokrovsk,UA,48.282,37.1758,79.57,39,23,6.51,few clouds
Malazgirt,TR,39.1427,42.5401,91.2,11,0,18.92,clear sky
Lethem,GY,3.3803,-59.7968,81.52,76,81,5.28,broken clouds
Margate,GB,51.3813,1.3862,72.3,83,32,4.9,scattered clouds
Ghatanji,IN,20.1333,78.3167,76.96,89,100,9.46,light rain
Emerald,AU,-23.5333,148.1667,64.54,39,0,6.91,clear sky
Shingu,JP,33.7333,135.9833,74.41,91,41,4.05,scattered clouds
Yaan,NG,7.3833,8.5667,80.04,69,47,9.17,scattered clouds
Port-Gentil,GA,-0.7193,8.7815,82.36,65,90,10.36,overcast clouds
Bonthe,SL,7.5264,-12.505,77.68,84,100,12.53,moderate rain
Tucuman,AR,-26.8241,-65.2226,55.4,62,26,5.75,scattered clouds
Rio Gallegos,AR,-51.6226,-69.2181,35.65,64,0,2.3,clear sky
Ivanovka,KG,42.8878,75.085,99.03,9,0,10.51,clear sky
Kloulklubed,PW,7.0419,134.2556,82.9,77,100,15.35,overcast clouds
Shibetsu,JP,43.659,145.132,65.68,98,29,8.77,scattered clouds
Gasa,PS,31.5,34.4667,89.89,57,0,12.03,clear sky
Lavrentiya,RU,65.5833,-171.0,48.45,85,100,6.69,overcast clouds
Misratah,LY,32.3754,15.0925,85.96,47,0,10.38,clear sky
Dourbali,TD,11.8091,15.8632,90.57,45,78,7.07,broken clouds
Ensley,US,30.5188,-87.2728,81.54,93,1,1.01,clear sky
Parkes,AU,-33.1333,148.1833,45.0,91,100,12.1,overcast clouds
Paamiut,GL,61.994,-49.6678,41.85,99,100,4.54,light rain
Tadine,NC,-21.55,167.8833,70.92,92,27,6.96,scattered clouds
Coahuayana,MX,18.7333,-103.6833,80.08,94,92,3.2,overcast clouds
Yumen,CN,40.2833,97.2,80.6,41,100,16.4,light rain
Isla Mujeres,MX,21.2311,-86.731,77.16,74,35,4.43,scattered clouds
Rio Grande,BR,-32.035,-52.0986,53.71,63,0,4.27,clear sky
Uhlove,UA,44.8215,33.6045,78.73,51,0,12.48,clear sky
Kamuli,UG,0.9472,33.1197,76.37,47,100,4.97,overcast clouds
Huangpu,CN,25.4433,113.1747,77.61,88,0,2.59,light rain
Eureka,US,40.8021,-124.1637,50.94,90,0,3.51,clear sky
Weatherford,US,32.7593,-97.7972,77.79,90,4,1.01,clear sky
Miles City,US,46.4083,-105.8406,54.57,37,1,9.22,clear sky
Mareeba,AU,-17.0,145.4333,67.44,94,100,0.92,overcast clouds
Arrifes,PT,37.7667,-25.7,71.85,83,40,3.44,scattered clouds
Saint-Leu,RE,-21.15,55.2833,74.68,70,11,5.19,few clouds
Hobyo,SO,5.3505,48.5268,81.21,62,96,29.71,overcast clouds
Atbasar,KZ,51.8,68.3333,85.44,36,100,11.99,overcast clouds
Nathdwara,IN,24.9333,73.8167,83.39,58,100,4.32,moderate rain
Pimentel,PE,-6.8367,-79.9342,64.99,84,90,1.99,mist
Tambopata,PE,-12.7333,-69.1833,73.54,55,0,2.35,clear sky
Barra Do Garcas,BR,-15.89,-52.2567,73.98,53,0,0.0,clear sky
Amet,IN,25.3,73.9333,88.25,57,100,3.89,overcast clouds
Leh,IN,34.1667,77.5833,78.17,26,94,7.58,overcast clouds
Waipawa,NZ,-41.4122,175.5153,42.3,87,0,6.38,clear sky
Vitim,RU,59.4511,112.5578,70.92,53,100,3.44,overcast clouds
Bulgan,MN,48.8125,103.5347,61.34,80,100,2.35,overcast clouds
Yebaishou,CN,41.3975,119.6408,76.98,79,100,8.86,overcast clouds
Perth,AU,-31.9333,115.8333,59.09,83,75,4.61,broken clouds
Kyzyl-Suu,KG,42.3414,78.0056,75.29,34,0,2.26,clear sky
Saint-Joseph,RE,-21.3667,55.6167,74.21,77,39,9.04,scattered clouds
Masyaf,SY,35.0653,36.3406,82.45,48,0,17.78,clear sky
Chilca,PE,-12.5211,-76.7372,62.76,82,76,7.7,broken clouds
Perelyub,RU,51.8667,50.3667,81.12,29,52,13.13,broken clouds
Bom Jesus,BR,-9.0744,-44.3586,83.86,39,0,10.22,clear sky
Tagusao,PH,9.1924,117.8141,82.51,79,100,14.38,overcast clouds
Nelson Bay,AU,-32.7167,152.15,58.08,56,66,1.99,broken clouds
Saint Anthony,US,45.0205,-93.218,75.25,85,75,1.99,broken clouds
Grindavik,IS,63.8424,-22.4338,55.35,87,75,16.11,broken clouds
Goderich,CA,43.7501,-81.7165,70.92,60,87,9.22,overcast clouds
Kharitonovo,RU,61.4009,47.4978,55.65,50,100,9.62,overcast clouds
Eydhafushi,MV,5.1033,73.0708,82.51,73,100,3.83,overcast clouds
Boguchany,RU,58.3814,97.4531,74.08,58,100,4.65,overcast clouds
Ust-Kut,RU,56.7938,105.7672,69.44,56,100,4.05,overcast clouds
Varkaus,FI,62.3153,27.873,71.31,36,85,7.2,overcast clouds
Were Ilu,ET,10.6,39.4333,56.12,89,98,0.27,moderate rain
Tazovskiy,RU,67.4667,78.7,55.02,68,100,4.56,overcast clouds
Pavlodar,KZ,52.3,76.95,89.4,23,0,8.95,clear sky
